policy,kind,seed_label,scenario_seed,reward,waiting_mean,queue_mean,phase_switches,steps
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,3007,-327.6,4.4,1.2333333333333334,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,3008,-376.5000000000001,5.066666666666666,1.3833333333333333,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,3009,-875.4000000000002,12.15,2.6333333333333333,27,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,3010,-430.5000000000002,5.75,1.5666666666666667,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,3011,-331.40000000000003,4.45,1.2166666666666666,26,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,3012,-320.4,4.366666666666666,1.1666666666666667,26,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,3013,-837.2000000000003,11.3,2.8833333333333333,26,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,3014,-400.60000000000014,5.383333333333334,1.3833333333333333,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,5000,-748.0000000000002,10.066666666666666,2.65,26,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,5001,-598.6000000000003,8.233333333333333,1.9166666666666667,26,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,5002,-335.6,4.533333333333333,1.25,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,5003,-349.5,4.783333333333333,1.2666666666666666,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,5004,-691.3000000000002,9.316666666666666,2.4166666666666665,26,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,5005,-426.50000000000017,5.716666666666667,1.6166666666666667,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,5006,-397.5000000000001,5.333333333333333,1.45,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,5007,-892.2000000000003,12.016666666666667,3.0166666666666666,26,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,5008,-432.8000000000002,5.766666666666667,1.5666666666666667,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,5009,-408.40000000000015,5.466666666666667,1.45,26,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,5010,-426.50000000000017,5.733333333333333,1.5833333333333333,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,5011,-399.50000000000017,5.45,1.4,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,5012,-524.4000000000002,7.033333333333333,1.8166666666666667,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,5013,-298.6,4.116666666666666,1.0666666666666667,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,5014,-403.5000000000001,5.416666666666667,1.4833333333333334,28,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,3000,-351.90000000000003,5.0,1.1,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,3001,-495.3000000000002,7.016666666666667,1.45,17,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,3002,-311.90000000000003,4.316666666666666,1.1,16,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,3003,-716.7000000000003,9.716666666666667,2.3833333333333333,20,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,3004,-438.10000000000014,6.116666666666666,1.3333333333333333,16,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,3005,-720.6000000000003,9.966666666666667,2.283333333333333,19,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,3006,-276.9,3.783333333333333,0.9833333333333333,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,3007,-228.89999999999998,3.0833333333333335,0.9666666666666667,17,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,3008,-214.99999999999997,2.9166666666666665,0.8,17,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,3009,-794.7000000000003,10.95,2.3833333333333333,19,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,3010,-245.89999999999998,3.466666666666667,0.8666666666666667,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,3011,-365.0000000000001,5.016666666666667,1.2,15,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,3012,-260.9,3.7,0.9166666666666666,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,3013,-269.9,3.7333333333333334,0.8833333333333333,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,3014,-252.99999999999997,3.55,0.8833333333333333,15,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,5000,-592.3000000000002,8.183333333333334,1.8333333333333333,17,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,5001,-221.99999999999997,2.9833333333333334,0.9166666666666666,17,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,5002,-459.0000000000001,6.35,1.5166666666666666,15,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,5003,-278.79999999999995,3.8666666666666667,1.0,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,5004,-737.7000000000003,10.083333333333334,2.3833333333333333,19,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,5005,-308.8,4.233333333333333,1.1333333333333333,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,5006,-352.9000000000001,5.133333333333334,0.9666666666666667,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,5007,-283.0,3.8833333333333333,1.0166666666666666,15,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,5008,-449.30000000000007,6.2,1.5333333333333334,18,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,5009,-377.20000000000016,5.266666666666667,1.1833333333333333,15,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,5010,-255.99999999999997,3.433333333333333,0.9666666666666667,15,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,5011,-332.1000000000001,4.55,1.1666666666666667,15,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,5012,-410.2000000000001,5.666666666666667,1.3,15,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,5013,-760.0000000000003,10.266666666666667,2.566666666666667,22,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,5014,-179.09999999999997,2.466666666666667,0.7666666666666667,17,60
